,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80
0,76.71233367919922,72.17988586425781,72.17988586425781,72.13135528564453,71.52029418945312,71.52029418945312,72.13135528564453,71.52029418945312,71.52029418945312,71.65132141113281,71.24034118652344,71.24034118652344,71.24034118652344,71.24034118652344,71.24034118652344,71.24034118652344,71.24034118652344,71.24034118652344,71.65132141113281,71.24034118652344,71.24034118652344,71.24034118652344,71.24034118652344,71.24034118652344,71.24034118652344,71.24034118652344,71.24034118652344,71.24034118652344,70.51720428466797,70.51720428466797,71.19513702392578,70.19513702392578,70.19513702392578,71.19513702392578,70.19513702392578,70.19513702392578,71.19513702392578,70.65132141113281,70.65132141113281,70.72456359863281,70.19513702392578,70.19513702392578,70.72456359863281,70.19513702392578,70.19513702392578,71.19513702392578,70.65132141113281,70.65132141113281,70.72456359863281,70.19513702392578,70.19513702392578,70.72456359863281,70.19513702392578,70.19513702392578,71.24034118652344,70.51720428466797,70.51720428466797,71.19513702392578,70.19513702392578,70.19513702392578,71.19513702392578,70.19513702392578,70.19513702392578,71.19513702392578,70.65132141113281,70.65132141113281,70.72456359863281,70.19513702392578,70.19513702392578,70.72456359863281,70.19513702392578,70.19513702392578,71.19513702392578,70.65132141113281,70.65132141113281,70.72456359863281,70.19513702392578,70.19513702392578,70.72456359863281,70.19513702392578,70.19513702392578
1,74.65131378173828,72.33737182617188,72.33737182617188,72.13135528564453,72.17826843261719,72.17826843261719,72.13135528564453,72.17826843261719,72.17826843261719,72.17826843261719,72.71233367919922,72.71233367919922,72.71233367919922,72.71233367919922,72.71233367919922,72.71233367919922,72.71233367919922,72.71233367919922,72.17826843261719,72.71233367919922,72.71233367919922,72.71233367919922,72.71233367919922,72.71233367919922,72.71233367919922,72.71233367919922,72.71233367919922,71.33737182617188,70.71233367919922,70.71233367919922,71.08338928222656,70.71233367919922,70.71233367919922,71.08338928222656,70.71233367919922,70.71233367919922,70.7431411743164,71.7431411743164,71.7431411743164,71.23361206054688,71.7431411743164,71.7431411743164,71.23361206054688,71.7431411743164,71.7431411743164,70.7431411743164,71.7431411743164,71.7431411743164,71.23361206054688,71.7431411743164,71.7431411743164,71.23361206054688,71.7431411743164,71.7431411743164,71.33737182617188,70.71233367919922,70.71233367919922,71.08338928222656,70.71233367919922,70.71233367919922,71.08338928222656,70.71233367919922,70.71233367919922,70.7431411743164,71.7431411743164,71.7431411743164,71.23361206054688,71.7431411743164,71.7431411743164,71.23361206054688,71.7431411743164,71.7431411743164,70.7431411743164,71.7431411743164,71.7431411743164,71.23361206054688,71.7431411743164,71.7431411743164,71.23361206054688,71.7431411743164,71.7431411743164
2,76.23361206054688,71.0923080444336,71.0923080444336,72.33737182617188,71.0923080444336,71.0923080444336,72.33737182617188,71.0923080444336,71.0923080444336,72.19514465332031,71.0923080444336,71.0923080444336,71.71233367919922,71.0923080444336,71.0923080444336,71.71233367919922,71.0923080444336,71.0923080444336,72.19514465332031,71.0923080444336,71.0923080444336,71.71233367919922,71.0923080444336,71.0923080444336,71.71233367919922,71.0923080444336,71.0923080444336,71.366455078125,70.24034118652344,70.24034118652344,70.17988586425781,70.24034118652344,70.24034118652344,70.17988586425781,70.24034118652344,70.24034118652344,70.7431411743164,70.24034118652344,70.24034118652344,70.7431411743164,70.24034118652344,70.24034118652344,70.7431411743164,70.24034118652344,70.24034118652344,70.7431411743164,70.24034118652344,70.24034118652344,70.7431411743164,70.24034118652344,70.24034118652344,70.7431411743164,70.24034118652344,70.24034118652344,71.366455078125,70.24034118652344,70.24034118652344,70.17988586425781,70.24034118652344,70.24034118652344,70.17988586425781,70.24034118652344,70.24034118652344,70.7431411743164,70.24034118652344,70.24034118652344,70.7431411743164,70.24034118652344,70.24034118652344,70.7431411743164,70.24034118652344,70.24034118652344,70.7431411743164,70.24034118652344,70.24034118652344,70.7431411743164,70.24034118652344,70.24034118652344,70.7431411743164,70.24034118652344,70.24034118652344
3,74.6367416381836,71.94784545898438,71.94784545898438,72.47162628173828,71.17826843261719,71.17826843261719,72.47162628173828,71.17826843261719,71.17826843261719,71.72456359863281,71.23361206054688,71.23361206054688,71.23361206054688,71.23361206054688,71.23361206054688,71.23361206054688,71.23361206054688,71.23361206054688,71.72456359863281,71.23361206054688,71.23361206054688,71.23361206054688,71.23361206054688,71.23361206054688,71.23361206054688,71.23361206054688,71.23361206054688,71.17988586425781,70.24034118652344,70.24034118652344,70.71233367919922,70.24034118652344,70.24034118652344,70.71233367919922,70.24034118652344,70.24034118652344,70.7431411743164,70.24034118652344,70.24034118652344,70.24034118652344,70.24034118652344,70.24034118652344,70.24034118652344,70.24034118652344,70.24034118652344,70.7431411743164,70.24034118652344,70.24034118652344,70.24034118652344,70.24034118652344,70.24034118652344,70.24034118652344,70.24034118652344,70.24034118652344,71.17988586425781,70.24034118652344,70.24034118652344,70.71233367919922,70.24034118652344,70.24034118652344,70.71233367919922,70.24034118652344,70.24034118652344,70.7431411743164,70.24034118652344,70.24034118652344,70.24034118652344,70.24034118652344,70.24034118652344,70.24034118652344,70.24034118652344,70.24034118652344,70.7431411743164,70.24034118652344,70.24034118652344,70.24034118652344,70.24034118652344,70.24034118652344,70.24034118652344,70.24034118652344,70.24034118652344
4,74.71233367919922,73.71233367919922,73.71233367919922,72.13135528564453,71.94784545898438,71.94784545898438,72.13135528564453,71.94784545898438,71.94784545898438,73.19514465332031,72.17988586425781,72.17988586425781,72.17988586425781,72.17988586425781,72.17988586425781,72.17988586425781,72.17988586425781,72.17988586425781,73.19514465332031,72.17988586425781,72.17988586425781,72.17988586425781,72.17988586425781,72.17988586425781,72.17988586425781,72.17988586425781,72.17988586425781,70.366455078125,70.24034118652344,70.24034118652344,71.08338928222656,70.23361206054688,70.23361206054688,71.08338928222656,70.23361206054688,70.23361206054688,70.7431411743164,70.7431411743164,70.7431411743164,70.7431411743164,70.7431411743164,70.7431411743164,70.7431411743164,70.7431411743164,70.7431411743164,70.7431411743164,70.7431411743164,70.7431411743164,70.7431411743164,70.7431411743164,70.7431411743164,70.7431411743164,70.7431411743164,70.7431411743164,70.366455078125,70.24034118652344,70.24034118652344,71.08338928222656,70.23361206054688,70.23361206054688,71.08338928222656,70.23361206054688,70.23361206054688,70.7431411743164,70.7431411743164,70.7431411743164,70.7431411743164,70.7431411743164,70.7431411743164,70.7431411743164,70.7431411743164,70.7431411743164,70.7431411743164,70.7431411743164,70.7431411743164,70.7431411743164,70.7431411743164,70.7431411743164,70.7431411743164,70.7431411743164,70.7431411743164
5,72.17826843261719,71.52029418945312,71.52029418945312,71.52029418945312,71.24034118652344,71.24034118652344,71.52029418945312,71.52029418945312,71.52029418945312,71.24034118652344,71.24034118652344,71.24034118652344,71.24034118652344,71.24034118652344,71.24034118652344,71.24034118652344,71.24034118652344,71.24034118652344,71.24034118652344,71.24034118652344,71.24034118652344,71.24034118652344,71.24034118652344,71.24034118652344,71.24034118652344,71.24034118652344,71.24034118652344,71.19513702392578,70.19513702392578,70.19513702392578,70.72456359863281,70.19513702392578,70.19513702392578,71.19513702392578,70.65132141113281,70.65132141113281,70.72456359863281,70.19513702392578,70.19513702392578,70.19513702392578,70.19513702392578,70.19513702392578,71.19513702392578,70.19513702392578,70.19513702392578,70.72456359863281,70.19513702392578,70.19513702392578,70.19513702392578,70.19513702392578,70.19513702392578,71.19513702392578,70.19513702392578,70.19513702392578,71.19513702392578,70.19513702392578,70.19513702392578,70.72456359863281,70.19513702392578,70.19513702392578,71.19513702392578,70.65132141113281,70.65132141113281,70.72456359863281,70.19513702392578,70.19513702392578,70.19513702392578,70.19513702392578,70.19513702392578,71.19513702392578,70.19513702392578,70.19513702392578,70.72456359863281,70.19513702392578,70.19513702392578,70.19513702392578,70.19513702392578,70.19513702392578,71.19513702392578,70.19513702392578,70.19513702392578
6,72.13135528564453,72.17826843261719,72.17826843261719,72.17826843261719,72.17826843261719,72.17826843261719,72.17826843261719,72.17826843261719,72.17826843261719,72.71233367919922,72.71233367919922,72.71233367919922,72.71233367919922,72.71233367919922,72.71233367919922,72.71233367919922,72.71233367919922,72.71233367919922,72.71233367919922,72.71233367919922,72.71233367919922,72.71233367919922,72.71233367919922,72.71233367919922,72.71233367919922,72.71233367919922,72.71233367919922,71.63673400878906,71.23361206054688,71.23361206054688,70.71233367919922,71.23361206054688,71.23361206054688,71.63673400878906,71.23361206054688,71.23361206054688,71.23361206054688,71.7431411743164,71.7431411743164,71.7431411743164,71.23361206054688,71.23361206054688,71.23361206054688,71.7431411743164,71.7431411743164,71.23361206054688,71.7431411743164,71.7431411743164,71.7431411743164,71.23361206054688,71.23361206054688,71.23361206054688,71.7431411743164,71.7431411743164,71.63673400878906,71.23361206054688,71.23361206054688,70.71233367919922,71.23361206054688,71.23361206054688,71.63673400878906,71.23361206054688,71.23361206054688,71.23361206054688,71.7431411743164,71.7431411743164,71.7431411743164,71.23361206054688,71.23361206054688,71.23361206054688,71.7431411743164,71.7431411743164,71.23361206054688,71.7431411743164,71.7431411743164,71.7431411743164,71.23361206054688,71.23361206054688,71.23361206054688,71.7431411743164,71.7431411743164
7,72.13135528564453,71.0923080444336,71.0923080444336,71.71233367919922,71.0923080444336,71.0923080444336,72.17826843261719,71.0923080444336,71.0923080444336,71.71233367919922,71.0923080444336,71.0923080444336,71.71233367919922,71.0923080444336,71.0923080444336,71.71233367919922,71.0923080444336,71.0923080444336,71.71233367919922,71.0923080444336,71.0923080444336,71.71233367919922,71.0923080444336,71.0923080444336,71.71233367919922,71.0923080444336,71.0923080444336,70.23361206054688,70.24034118652344,70.24034118652344,70.7431411743164,70.24034118652344,70.24034118652344,70.71233367919922,70.24034118652344,70.24034118652344,70.7431411743164,70.7431411743164,70.7431411743164,70.7431411743164,70.7431411743164,70.7431411743164,70.7431411743164,70.24034118652344,70.24034118652344,70.7431411743164,70.7431411743164,70.7431411743164,70.7431411743164,70.7431411743164,70.7431411743164,70.7431411743164,70.24034118652344,70.24034118652344,70.23361206054688,70.24034118652344,70.24034118652344,70.7431411743164,70.24034118652344,70.24034118652344,70.71233367919922,70.24034118652344,70.24034118652344,70.7431411743164,70.7431411743164,70.7431411743164,70.7431411743164,70.7431411743164,70.7431411743164,70.7431411743164,70.24034118652344,70.24034118652344,70.7431411743164,70.7431411743164,70.7431411743164,70.7431411743164,70.7431411743164,70.7431411743164,70.7431411743164,70.24034118652344,70.24034118652344
8,72.33737182617188,71.17826843261719,71.17826843261719,71.17826843261719,71.23361206054688,71.23361206054688,71.17826843261719,71.17826843261719,71.17826843261719,71.23361206054688,71.23361206054688,71.23361206054688,71.23361206054688,71.23361206054688,71.23361206054688,71.23361206054688,71.23361206054688,71.23361206054688,71.23361206054688,71.23361206054688,71.23361206054688,71.23361206054688,71.23361206054688,71.23361206054688,71.23361206054688,71.23361206054688,71.23361206054688,71.23361206054688,70.24034118652344,70.24034118652344,70.7431411743164,70.24034118652344,70.24034118652344,71.23361206054688,70.24034118652344,70.24034118652344,70.24034118652344,70.24034118652344,70.24034118652344,70.24034118652344,70.24034118652344,70.24034118652344,70.24034118652344,70.24034118652344,70.24034118652344,70.24034118652344,70.24034118652344,70.24034118652344,70.24034118652344,70.24034118652344,70.24034118652344,70.24034118652344,70.24034118652344,70.24034118652344,71.23361206054688,70.24034118652344,70.24034118652344,70.7431411743164,70.24034118652344,70.24034118652344,71.23361206054688,70.24034118652344,70.24034118652344,70.24034118652344,70.24034118652344,70.24034118652344,70.24034118652344,70.24034118652344,70.24034118652344,70.24034118652344,70.24034118652344,70.24034118652344,70.24034118652344,70.24034118652344,70.24034118652344,70.24034118652344,70.24034118652344,70.24034118652344,70.24034118652344,70.24034118652344,70.24034118652344
9,72.13135528564453,71.94784545898438,71.94784545898438,71.94784545898438,71.94784545898438,71.94784545898438,71.94784545898438,71.94784545898438,71.94784545898438,72.17988586425781,72.17988586425781,72.17988586425781,72.17988586425781,72.17988586425781,72.17988586425781,72.17988586425781,72.17988586425781,72.17988586425781,72.17988586425781,72.17988586425781,72.17988586425781,72.17988586425781,72.17988586425781,72.17988586425781,72.17988586425781,72.17988586425781,72.17988586425781,71.08338928222656,70.7431411743164,70.7431411743164,70.23361206054688,70.7431411743164,70.7431411743164,71.17988586425781,70.7431411743164,70.7431411743164,70.7431411743164,70.7431411743164,70.7431411743164,70.7431411743164,70.7431411743164,70.7431411743164,70.7431411743164,70.7431411743164,70.7431411743164,70.7431411743164,70.7431411743164,70.7431411743164,70.7431411743164,70.7431411743164,70.7431411743164,70.7431411743164,70.7431411743164,70.7431411743164,71.08338928222656,70.7431411743164,70.7431411743164,70.23361206054688,70.7431411743164,70.7431411743164,71.17988586425781,70.7431411743164,70.7431411743164,70.7431411743164,70.7431411743164,70.7431411743164,70.7431411743164,70.7431411743164,70.7431411743164,70.7431411743164,70.7431411743164,70.7431411743164,70.7431411743164,70.7431411743164,70.7431411743164,70.7431411743164,70.7431411743164,70.7431411743164,70.7431411743164,70.7431411743164,70.7431411743164
